rowNo,tconst,title,Month,revenue
4672,tt0114423,Born to Be Wild,July,2874299
4673,tt2761510,Born to Be Wild,July,2874299
4674,tt5629446,Born to Be Wild,July,2874299
4675,tt0029939,Born to Be Wild,August,2436184
4676,tt0092692,Born to Be Wild,August,2436184
4677,tt0113533,Born to Be Wild,August,2436184
4678,tt0114423,Born to Be Wild,August,2436184
4679,tt2761510,Born to Be Wild,August,2436184
4680,tt5629446,Born to Be Wild,August,2436184
4681,tt0029939,Born to Be Wild,September,1064252
4682,tt0092692,Born to Be Wild,September,1064252
4683,tt0113533,Born to Be Wild,September,1064252
4684,tt0114423,Born to Be Wild,September,1064252
4685,tt2761510,Born to Be Wild,September,1064252
4686,tt5629446,Born to Be Wild,September,1064252
4687,tt0029939,Born to Be Wild,October,966840
4688,tt0092692,Born to Be Wild,October,966840
4689,tt0113533,Born to Be Wild,October,966840
4690,tt0114423,Born to Be Wild,October,966840
4691,tt2761510,Born to Be Wild,October,966840
4692,tt5629446,Born to Be Wild,October,966840
4693,tt0029939,Born to Be Wild,November,891230
4694,tt0092692,Born to Be Wild,November,891230
4695,tt0113533,Born to Be Wild,November,891230
4696,tt0114423,Born to Be Wild,November,891230
4697,tt2761510,Born to Be Wild,November,891230
4698,tt5629446,Born to Be Wild,November,891230
4699,tt0029939,Born to Be Wild,December,882795
4700,tt0092692,Born to Be Wild,December,882795
4701,tt0113533,Born to Be Wild,December,882795
4702,tt0114423,Born to Be Wild,December,882795
4703,tt2761510,Born to Be Wild,December,882795
4704,tt5629446,Born to Be Wild,December,882795
4705,tt2246526,Born to Fly: Elizabeth Streb vs. Gravity,September,19376
4706,tt0914797,Bottle Shock,August,2454139
4707,tt0914797,Bottle Shock,September,1495353
4708,tt0914797,Bottle Shock,October,36519
4709,tt3702704,Bourek,April,2192
4710,tt3702704,Bourek,May,3652
4711,tt0310793,Bowling for Columbine,January,2361880
4712,tt0310793,Bowling for Columbine,February,1010855
4713,tt0310793,Bowling for Columbine,March,1217605
4714,tt0310793,Bowling for Columbine,April,1089252
4715,tt0310793,Bowling for Columbine,May,222296
4716,tt0310793,Bowling for Columbine,October,1087000
4717,tt0310793,Bowling for Columbine,November,6052066
4718,tt0310793,Bowling for Columbine,December,3676693
4719,tt1215458,Box Elder,March,15027
4720,tt1215458,Box Elder,April,2785
4721,tt1215458,Box Elder,May,5819
4722,tt1215458,Box Elder,June,348
4723,tt1215458,Box Elder,July,104
4724,tt1215458,Box Elder,August,698
4725,tt1215458,Box Elder,September,715
4726,tt1215458,Box Elder,October,948
4727,tt1215458,Box Elder,November,1461
4728,tt1215458,Box Elder,December,1566
4729,tt1078188,Boy A,July,21584
4730,tt1078188,Boy A,August,92078
4731,tt7008872,Boy Erased,January,14490
4732,tt7008872,Boy Erased,November,5161132
4733,tt7008872,Boy Erased,December,1613070
4734,tt0044029,Boyhood,July,1723672
4735,tt1065073,Boyhood,July,1723672
4736,tt0044029,Boyhood,August,3928864
4737,tt1065073,Boyhood,August,3928864
4738,tt0044029,Boyhood,September,1584416
4739,tt1065073,Boyhood,September,1584416
4740,tt0951318,Bra Boys,June,15860
4741,tt0991147,Bra Boys,June,15860
4742,tt0951318,Bra Boys,July,1109
4743,tt0991147,Bra Boys,July,1109
4744,tt5884230,Brad's Status,September,1659852
4745,tt5884230,Brad's Status,October,473306
4746,tt6277462,Brahmastra Part One: Shiva,September,7792303
4747,tt6277462,Brahmastra Part One: Shiva,October,189709
4748,tt9173418,Brahms: The Boy II,February,9122041
4749,tt9173418,Brahms: The Boy II,March,3489495
4750,tt1148165,Bran Nue Dae,September,104774
4751,tt1772771,Bran Nue Dae,September,104774
4752,tt1148165,Bran Nue Dae,October,8794
4753,tt1772771,Bran Nue Dae,October,8794
4754,,Brand Upon the Brain! A Remembrance in 12 Chapters,May,93304
4755,tt0011995,Branded,September,353468
4756,tt0021693,Branded,September,353468
4757,tt0042279,Branded,September,353468
4758,tt0433957,Branded,September,353468
4759,tt12275150,Branded,September,353468
4760,tt1368440,Branded,September,353468
4761,tt20042428,Branded,September,353468
4762,tt2960462,Branded,September,353468
4763,tt5000924,Branded,September,353468
4764,tt0011995,Branded,October,45
4765,tt0021693,Branded,October,45
4766,tt0042279,Branded,October,45
4767,tt0433957,Branded,October,45
4768,tt12275150,Branded,October,45
4769,tt1368440,Branded,October,45
4770,tt20042428,Branded,October,45
4771,tt2960462,Branded,October,45
4772,tt5000924,Branded,October,45
4773,tt0804452,Bratz,August,9446055
4774,tt0804452,Bratz,September,346274
4775,tt0804452,Bratz,October,216405
4776,tt0804452,Bratz,November,1475
4777,tt0109331,Brave,June,121390734
4778,tt0250728,Brave,June,121390734
4779,tt1149582,Brave,June,121390734
4780,tt1217209,Brave,June,121390734
4781,tt0109331,Brave,July,97503580
4782,tt0250728,Brave,July,97503580
4783,tt1149582,Brave,July,97503580
4784,tt1217209,Brave,July,97503580
4785,tt0109331,Brave,August,11756699
4786,tt0250728,Brave,August,11756699
4787,tt1149582,Brave,August,11756699
4788,tt1217209,Brave,August,11756699
4789,tt0109331,Brave,September,2907234
4790,tt0250728,Brave,September,2907234
4791,tt1149582,Brave,September,2907234
4792,tt1217209,Brave,September,2907234
4793,tt0401997,Breach,February,21543420
4794,tt22335730,Breach,February,21543420
4795,tt4287598,Breach,February,21543420
4796,tt7594622,Breach,February,21543420
4797,tt7874960,Breach,February,21543420
4798,tt9820556,Breach,February,21543420
4799,tt0401997,Breach,March,11194865
4800,tt22335730,Breach,March,11194865
4801,tt4287598,Breach,March,11194865
4802,tt7594622,Breach,March,11194865
4803,tt7874960,Breach,March,11194865
4804,tt9820556,Breach,March,11194865
4805,tt0401997,Breach,April,262595
4806,tt22335730,Breach,April,262595
4807,tt4287598,Breach,April,262595
4808,tt7594622,Breach,April,262595
4809,tt7874960,Breach,April,262595
4810,tt9820556,Breach,April,262595
4811,tt1578261,Break Ke Baad,November,335174
4812,tt1578261,Break Ke Baad,December,92454
4813,tt0349169,Breakin' All the Rules,May,10984460
4814,tt0349169,Breakin' All the Rules,June,690369
4815,tt0152427,Breaking,August,1321271
4816,tt10814320,Breaking,August,1321271
4817,tt12311620,Breaking,August,1321271
4818,tt12403190,Breaking,August,1321271
4819,tt21160250,Breaking,August,1321271
4820,tt6400084,Breaking,August,1321271
4821,tt0152427,Breaking,September,1475645
4822,tt10814320,Breaking,September,1475645
4823,tt12311620,Breaking,September,1475645
4824,tt12403190,Breaking,September,1475645
4825,tt21160250,Breaking,September,1475645
4826,tt6400084,Breaking,September,1475645
4827,tt0152427,Breaking,October,3136
4828,tt10814320,Breaking,October,3136
4829,tt12311620,Breaking,October,3136
4830,tt12403190,Breaking,October,3136
4831,tt21160250,Breaking,October,3136
4832,tt6400084,Breaking,October,3136
4833,tt0096976,Breaking In,May,38530015
4834,tt10299446,Breaking In,May,38530015
4835,tt3772228,Breaking In,May,38530015
4836,tt7137846,Breaking In,May,38530015
4837,tt0096976,Breaking In,June,7558025
4838,tt10299446,Breaking In,June,7558025
4839,tt3772228,Breaking In,June,7558025
4840,tt7137846,Breaking In,June,7558025
4841,tt0096976,Breaking In,July,295080
4842,tt10299446,Breaking In,July,295080
4843,tt3772228,Breaking In,July,295080
4844,tt7137846,Breaking In,July,295080
4845,tt0427017,Breaking and Entering,January,29730
4846,tt0443456,Breaking and Entering,January,29730
4847,tt1582383,Breaking and Entering,January,29730
4848,tt6344458,Breaking and Entering,January,29730
4849,tt0427017,Breaking and Entering,February,438404
4850,tt0443456,Breaking and Entering,February,438404
4851,tt1582383,Breaking and Entering,February,438404
4852,tt6344458,Breaking and Entering,February,438404
4853,tt0427017,Breaking and Entering,March,438121
4854,tt0443456,Breaking and Entering,March,438121
4855,tt1582383,Breaking and Entering,March,438121
4856,tt6344458,Breaking and Entering,March,438121
4857,tt0427017,Breaking and Entering,April,24214
4858,tt0443456,Breaking and Entering,April,24214
4859,tt1582383,Breaking and Entering,April,24214
4860,tt6344458,Breaking and Entering,April,24214
4861,tt0042282,Breakthrough,April,28192947
4862,tt0078320,Breakthrough,April,28192947
4863,tt11006500,Breakthrough,April,28192947
4864,tt11117476,Breakthrough,April,28192947
4865,tt6657132,Breakthrough,April,28192947
4866,tt7083526,Breakthrough,April,28192947
4867,tt0042282,Breakthrough,May,11990115
4868,tt0078320,Breakthrough,May,11990115
4869,tt11006500,Breakthrough,May,11990115
4870,tt11117476,Breakthrough,May,11990115
4871,tt6657132,Breakthrough,May,11990115
4872,tt7083526,Breakthrough,May,11990115
4873,tt0042282,Breakthrough,June,512726
4874,tt0078320,Breakthrough,June,512726
4875,tt11006500,Breakthrough,June,512726
4876,tt11117476,Breakthrough,June,512726
4877,tt6657132,Breakthrough,June,512726
4878,tt7083526,Breakthrough,June,512726
4879,tt0042282,Breakthrough,July,17294
4880,tt0078320,Breakthrough,July,17294
4881,tt11006500,Breakthrough,July,17294
4882,tt11117476,Breakthrough,July,17294
4883,tt6657132,Breakthrough,July,17294
4884,tt7083526,Breakthrough,July,17294
4885,tt1351105,Breath Made Visible: Anna Halprin,April,26788
4886,tt1351105,Breath Made Visible: Anna Halprin,May,16524
4887,tt1351105,Breath Made Visible: Anna Halprin,June,6796
4888,tt1351105,Breath Made Visible: Anna Halprin,July,2279
4889,tt0135820,Breathe,September,3795
4890,tt0379717,Breathe,September,3795
4891,tt1117380,Breathe,September,3795
4892,tt11519042,Breathe,September,3795
4893,tt11540468,Breathe,September,3795
4894,tt11575698,Breathe,September,3795
4895,tt13603116,Breathe,September,3795
4896,tt13610356,Breathe,September,3795
4897,tt1674135,Breathe,September,3795
4898,tt1928130,Breathe,September,3795
4899,tt2103163,Breathe,September,3795
4900,tt22766520,Breathe,September,3795
4901,tt3365778,Breathe,September,3795
4902,tt3409432,Breathe,September,3795
4903,tt4196890,Breathe,September,3795
4904,tt4579440,Breathe,September,3795
4905,tt5006152,Breathe,September,3795
4906,tt5716464,Breathe,September,3795
4907,tt6317720,Breathe,September,3795
4908,tt6576354,Breathe,September,3795
4909,tt7310970,Breathe,September,3795
4910,tt9014938,Breathe,September,3795
4911,tt0135820,Breathe,October,358056
4912,tt0379717,Breathe,October,358056
4913,tt1117380,Breathe,October,358056
4914,tt11519042,Breathe,October,358056
4915,tt11540468,Breathe,October,358056
4916,tt11575698,Breathe,October,358056
4917,tt13603116,Breathe,October,358056
4918,tt13610356,Breathe,October,358056
4919,tt1674135,Breathe,October,358056
4920,tt1928130,Breathe,October,358056
4921,tt2103163,Breathe,October,358056
4922,tt22766520,Breathe,October,358056
4923,tt3365778,Breathe,October,358056
4924,tt3409432,Breathe,October,358056
4925,tt4196890,Breathe,October,358056
4926,tt4579440,Breathe,October,358056
4927,tt5006152,Breathe,October,358056
4928,tt5716464,Breathe,October,358056
4929,tt6317720,Breathe,October,358056
4930,tt6576354,Breathe,October,358056
4931,tt7310970,Breathe,October,358056
4932,tt9014938,Breathe,October,358056
4933,tt0135820,Breathe,November,124621
4934,tt0379717,Breathe,November,124621
4935,tt1117380,Breathe,November,124621
4936,tt11519042,Breathe,November,124621
4937,tt11540468,Breathe,November,124621
4938,tt11575698,Breathe,November,124621
4939,tt13603116,Breathe,November,124621
4940,tt13610356,Breathe,November,124621
4941,tt1674135,Breathe,November,124621
4942,tt1928130,Breathe,November,124621
4943,tt2103163,Breathe,November,124621
4944,tt22766520,Breathe,November,124621
4945,tt3365778,Breathe,November,124621
4946,tt3409432,Breathe,November,124621
4947,tt4196890,Breathe,November,124621
4948,tt4579440,Breathe,November,124621
4949,tt5006152,Breathe,November,124621
4950,tt5716464,Breathe,November,124621
4951,tt6317720,Breathe,November,124621
4952,tt6576354,Breathe,November,124621
4953,tt7310970,Breathe,November,124621
4954,tt9014938,Breathe,November,124621
4955,tt0135820,Breathe,December,6711
4956,tt0379717,Breathe,December,6711
4957,tt1117380,Breathe,December,6711
4958,tt11519042,Breathe,December,6711
4959,tt11540468,Breathe,December,6711
4960,tt11575698,Breathe,December,6711
4961,tt13603116,Breathe,December,6711
4962,tt13610356,Breathe,December,6711
4963,tt1674135,Breathe,December,6711
4964,tt1928130,Breathe,December,6711
4965,tt2103163,Breathe,December,6711
4966,tt22766520,Breathe,December,6711
4967,tt3365778,Breathe,December,6711
4968,tt3409432,Breathe,December,6711
4969,tt4196890,Breathe,December,6711
4970,tt4579440,Breathe,December,6711
4971,tt5006152,Breathe,December,6711
4972,tt5716464,Breathe,December,6711
4973,tt6317720,Breathe,December,6711
4974,tt6576354,Breathe,December,6711
4975,tt7310970,Breathe,December,6711
4976,tt9014938,Breathe,December,6711
4977,,Breathless2010 Re-release,July,10390
4978,,Breathless2010 Re-release,November,9499
4979,,Breathless2010 Re-release,December,15735
4980,,Breathless2021 Re-release,September,7359
4981,,Breathless2021 Re-release,October,9515
4982,,Breathless2021 Re-release,November,1887
4983,tt3920820,Brian Banks,August,4258090
4984,tt3920820,Brian Banks,September,118729
4985,tt13270424,Brian and Charles,June,429100
4986,tt0393109,Brick,April,578000
4987,tt10227710,Brick,April,578000
4988,tt14226746,Brick,April,578000
4989,tt1430612,Brick Mansions,April,11495442
4990,tt1430612,Brick Mansions,May,8529890
4991,tt1430612,Brick Mansions,June,342556
4992,tt1430612,Brick Mansions,July,28941
4993,tt9073574,Bricked,January,7521
4994,tt9073574,Bricked,February,1524
4995,tt0361411,Bride & Prejudice,February,1624979
4996,tt0361411,Bride & Prejudice,March,2681000
4997,tt0901476,Bride Wars,January,53259983
4998,tt3833460,Bride Wars,January,53259983
4999,tt0901476,Bride Wars,February,4414596
5000,tt3833460,Bride Wars,February,4414596
5001,tt0901476,Bride Wars,March,815808
5002,tt3833460,Bride Wars,March,815808
5003,tt0901476,Bride Wars,April,216783
5004,tt3833460,Bride Wars,April,216783
5005,tt0412536,Brideshead Revisited,July,534463
5006,tt0412536,Brideshead Revisited,August,5371330
5007,tt0412536,Brideshead Revisited,September,402660
5008,tt0380235,Bridesmaids,May,91280955
5009,tt1478338,Bridesmaids,May,91280955
5010,tt0380235,Bridesmaids,June,58093410
5011,tt1478338,Bridesmaids,June,58093410
5012,tt0380235,Bridesmaids,July,16082715
5013,tt1478338,Bridesmaids,July,16082715
5014,tt0380235,Bridesmaids,August,2688250
5015,tt1478338,Bridesmaids,August,2688250
5016,tt0380235,Bridesmaids,September,961395
5017,tt1478338,Bridesmaids,September,961395
5018,tt3682448,Bridge of Spies,January,51489
5019,tt3682448,Bridge of Spies,October,43200132
5020,tt3682448,Bridge of Spies,November,24446827
5021,tt3682448,Bridge of Spies,December,1213555
5022,tt0398808,Bridge to Terabithia,February,48708690
5023,tt0398808,Bridge to Terabithia,March,31420059
5024,tt0398808,Bridge to Terabithia,April,435358
5025,tt1473832,Bridget Jones's Baby,September,19355335
5026,tt1473832,Bridget Jones's Baby,October,4744145
5027,tt1473832,Bridget Jones's Baby,November,40325
5028,tt0243155,Bridget Jones's Diary,April,8266400
5029,tt0243155,Bridget Jones's Diary,May,9328807
5030,tt0243155,Bridget Jones's Diary,June,1540524
5031,tt0317198,Bridget Jones: The Edge of Reason,January,447630
5032,tt0317198,Bridget Jones: The Edge of Reason,November,32780575
5033,tt0317198,Bridget Jones: The Edge of Reason,December,6998010
5034,tt1697887,Brief Reunion,January,4217
5035,tt1697887,Brief Reunion,February,2384
5036,tt7772498,Bright Ones,April,165627
5037,tt0810784,Bright Star,September,1156871
5038,tt0810784,Bright Star,October,2924983
5039,tt0810784,Bright Star,November,340220
5040,tt0810784,Bright Star,December,22563
5041,tt7752126,Brightburn,May,12618033
5042,tt7752126,Brightburn,June,4682406
5043,tt0039220,Brighton Rock,June,22003
5044,tt1233192,Brighton Rock,June,22003
5045,tt0039220,Brighton Rock,August,14375
5046,tt1233192,Brighton Rock,August,14375
5047,tt0039220,Brighton Rock,September,13088
5048,tt1233192,Brighton Rock,September,13088
5049,tt0204946,Bring It On,January,41410
5050,tt0204946,Bring It On,August,22479145
5051,tt0204946,Bring It On,September,36502280
5052,tt0204946,Bring It On,October,7726880
5053,tt0204946,Bring It On,November,1070445
5054,tt0204946,Bring It On,December,559840
5055,tt13646976,Bring Your Own Brigade,August,13736
5056,tt10545076,Bring the Soul: The Movie,August,2383604
5057,tt0305669,Bringing Down the House,March,100800344
5058,tt0305669,Bringing Down the House,April,25591995
5059,tt0305669,Bringing Down the House,May,2435962
5060,tt8103160,Britt-Marie Was Here,September,11448
5061,tt8103160,Britt-Marie Was Here,October,11010
5062,tt7671064,Brittany Runs a Marathon,August,494735
5063,tt7671064,Brittany Runs a Marathon,September,5931570
5064,tt7671064,Brittany Runs a Marathon,October,742314
5065,tt7671064,Brittany Runs a Marathon,November,21189
5066,tt0388795,Brokeback Mountain,January,40024020
5067,tt0388795,Brokeback Mountain,February,23409012
5068,tt0388795,Brokeback Mountain,March,6890000
5069,tt0388795,Brokeback Mountain,December,12427578
5070,tt0440158,Broken Bridges,September,251142
5071,tt0477392,Broken Bridges,September,251142
5072,tt23155776,Broken Bridges,September,251142
5073,tt0440158,Broken Bridges,October,1397
5074,tt0477392,Broken Bridges,October,1397
5075,tt23155776,Broken Bridges,October,1397
5076,tt1235522,Broken City,January,16674090
5077,tt9028470,Broken City,January,16674090
5078,tt1235522,Broken City,February,2933333
5079,tt9028470,Broken City,February,2933333
5080,tt1235522,Broken City,March,85185
5081,tt9028470,Broken City,March,85185
5082,tt1235522,Broken City,April,8556
5083,tt9028470,Broken City,April,8556
